age,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
40,0.0002109,0.0003281,0.0004946,0.0007221,0.0010157,0.0013738,0.0017982,0.0022667,0.0027549,0.0035988,0.0037043,0.0039484,0.0048511,0.0054371,0.0059568,0.0064392,0.0068605,0.0072251,0.0075207,0.0071666,0.0058044,0.0042943,0.003343,0.0027762,0.0023653,0.002108,0.0019646,0.0017627,0.0014944,0.0012965,0.0011592,0.0010452,0.0008961,0.0007951,0.000732,0.0006601,0.0006175,0.0005604,0.0004866,0.0004309,0.0003461,0.0002912,0.0002549,0.0002247,0.0001994,0.000179
41,0.0002109,0.0003281,0.0004946,0.0007221,0.0010157,0.0013738,0.0017982,0.0022667,0.0027549,0.0035988,0.0037043,0.0039484,0.0048511,0.0054371,0.0059568,0.0064392,0.0068605,0.0072251,0.0075207,0.0071666,0.0058044,0.0042943,0.003343,0.0027762,0.0023653,0.002108,0.0019646,0.0017627,0.0014944,0.0012965,0.0011592,0.0010452,0.0008961,0.0007951,0.000732,0.0006601,0.0006175,0.0005604,0.0004866,0.0004309,0.0003461,0.0002912,0.0002549,0.0002247,0.0001994,0.000179
42,0.0002109,0.0003281,0.0004946,0.0007221,0.0010157,0.0013738,0.0017982,0.0022667,0.0027549,0.0035988,0.0037043,0.0039484,0.0048511,0.0054371,0.0059568,0.0064392,0.0068605,0.0072251,0.0075207,0.0071666,0.0058044,0.0042943,0.003343,0.0027762,0.0023653,0.002108,0.0019646,0.0017627,0.0014944,0.0012965,0.0011592,0.0010452,0.0008961,0.0007951,0.000732,0.0006601,0.0006175,0.0005604,0.0004866,0.0004309,0.0003461,0.0002912,0.0002549,0.0002247,0.0001994,0.000179
43,0.0002109,0.0003281,0.0004946,0.0007221,0.0010157,0.0013738,0.0017982,0.0022667,0.0027549,0.0035988,0.0037043,0.0039484,0.0048511,0.0054371,0.0059568,0.0064392,0.0068605,0.0072251,0.0075207,0.0071666,0.0058044,0.0042943,0.003343,0.0027762,0.0023653,0.002108,0.0019646,0.0017627,0.0014944,0.0012965,0.0011592,0.0010452,0.0008961,0.0007951,0.000732,0.0006601,0.0006175,0.0005604,0.0004866,0.0004309,0.0003461,0.0002912,0.0002549,0.0002247,0.0001994,0.000179
44,0.0002109,0.0003281,0.0004946,0.0007221,0.0010157,0.0013738,0.0017982,0.0022667,0.0027549,0.0035988,0.0037043,0.0039484,0.0048511,0.0054371,0.0059568,0.0064392,0.0068605,0.0072251,0.0075207,0.0071666,0.0058044,0.0042943,0.003343,0.0027762,0.0023653,0.002108,0.0019646,0.0017627,0.0014944,0.0012965,0.0011592,0.0010452,0.0008961,0.0007951,0.000732,0.0006601,0.0006175,0.0005604,0.0004866,0.0004309,0.0003461,0.0002912,0.0002549,0.0002247,0.0001994,0.000179
45,0.0002151,0.0003329,0.0005001,0.0007287,0.0010252,0.0013878,0.001814,0.0022794,0.0027645,0.0036425,0.0037054,0.0039316,0.0048435,0.0054138,0.0058357,0.0061991,0.0064995,0.0067498,0.0069581,0.0066376,0.0054462,0.0041228,0.0032802,0.0027635,0.0023783,0.0021325,0.001947,0.0017438,0.001486,0.0013112,0.0012024,0.0011652,0.0010428,0.000974,0.0009417,0.0008895,0.0008556,0.0008103,0.0007367,0.0006816,0.0005743,0.0005037,0.0004522,0.0004038,0.0003571,0.0003149
46,0.0002151,0.0003329,0.0005001,0.0007287,0.0010252,0.0013878,0.001814,0.0022794,0.0027645,0.0036425,0.0037054,0.0039316,0.0048435,0.0054138,0.0058357,0.0061991,0.0064995,0.0067498,0.0069581,0.0066376,0.0054462,0.0041228,0.0032802,0.0027635,0.0023783,0.0021325,0.001947,0.0017438,0.001486,0.0013112,0.0012024,0.0011652,0.0010428,0.000974,0.0009417,0.0008895,0.0008556,0.0008103,0.0007367,0.0006816,0.0005743,0.0005037,0.0004522,0.0004038,0.0003571,0.0003149
47,0.0002151,0.0003329,0.0005001,0.0007287,0.0010252,0.0013878,0.001814,0.0022794,0.0027645,0.0036425,0.0037054,0.0039316,0.0048435,0.0054138,0.0058357,0.0061991,0.0064995,0.0067498,0.0069581,0.0066376,0.0054462,0.0041228,0.0032802,0.0027635,0.0023783,0.0021325,0.001947,0.0017438,0.001486,0.0013112,0.0012024,0.0011652,0.0010428,0.000974,0.0009417,0.0008895,0.0008556,0.0008103,0.0007367,0.0006816,0.0005743,0.0005037,0.0004522,0.0004038,0.0003571,0.0003149
48,0.0002151,0.0003329,0.0005001,0.0007287,0.0010252,0.0013878,0.001814,0.0022794,0.0027645,0.0036425,0.0037054,0.0039316,0.0048435,0.0054138,0.0058357,0.0061991,0.0064995,0.0067498,0.0069581,0.0066376,0.0054462,0.0041228,0.0032802,0.0027635,0.0023783,0.0021325,0.001947,0.0017438,0.001486,0.0013112,0.0012024,0.0011652,0.0010428,0.000974,0.0009417,0.0008895,0.0008556,0.0008103,0.0007367,0.0006816,0.0005743,0.0005037,0.0004522,0.0004038,0.0003571,0.0003149
49,0.0002151,0.0003329,0.0005001,0.0007287,0.0010252,0.0013878,0.001814,0.0022794,0.0027645,0.0036425,0.0037054,0.0039316,0.0048435,0.0054138,0.0058357,0.0061991,0.0064995,0.0067498,0.0069581,0.0066376,0.0054462,0.0041228,0.0032802,0.0027635,0.0023783,0.0021325,0.001947,0.0017438,0.001486,0.0013112,0.0012024,0.0011652,0.0010428,0.000974,0.0009417,0.0008895,0.0008556,0.0008103,0.0007367,0.0006816,0.0005743,0.0005037,0.0004522,0.0004038,0.0003571,0.0003149
50,0.0001773,0.000273,0.0004079,0.0005907,0.0008264,0.0011141,0.0014513,0.0018176,0.0021993,0.0028867,0.0029525,0.0031206,0.0038321,0.0042255,0.0045439,0.0048106,0.0050266,0.0051752,0.005257,0.0049298,0.0039626,0.0029481,0.0023248,0.0019584,0.0016992,0.0015455,0.0014338,0.0013063,0.0011289,0.0010111,0.000943,0.0009096,0.0008316,0.0008004,0.000805,0.0007968,0.000837,0.0008418,0.0008153,0.0007987,0.0007199,0.0006615,0.0006257,0.0005874,0.0005462,0.000504
51,0.0001773,0.000273,0.0004079,0.0005907,0.0008264,0.0011141,0.0014513,0.0018176,0.0021993,0.0028867,0.0029525,0.0031206,0.0038321,0.0042255,0.0045439,0.0048106,0.0050266,0.0051752,0.005257,0.0049298,0.0039626,0.0029481,0.0023248,0.0019584,0.0016992,0.0015455,0.0014338,0.0013063,0.0011289,0.0010111,0.000943,0.0009096,0.0008316,0.0008004,0.000805,0.0007968,0.000837,0.0008418,0.0008153,0.0007987,0.0007199,0.0006615,0.0006257,0.0005874,0.0005462,0.000504
52,0.0001773,0.000273,0.0004079,0.0005907,0.0008264,0.0011141,0.0014513,0.0018176,0.0021993,0.0028867,0.0029525,0.0031206,0.0038321,0.0042255,0.0045439,0.0048106,0.0050266,0.0051752,0.005257,0.0049298,0.0039626,0.0029481,0.0023248,0.0019584,0.0016992,0.0015455,0.0014338,0.0013063,0.0011289,0.0010111,0.000943,0.0009096,0.0008316,0.0008004,0.000805,0.0007968,0.000837,0.0008418,0.0008153,0.0007987,0.0007199,0.0006615,0.0006257,0.0005874,0.0005462,0.000504
53,0.0001773,0.000273,0.0004079,0.0005907,0.0008264,0.0011141,0.0014513,0.0018176,0.0021993,0.0028867,0.0029525,0.0031206,0.0038321,0.0042255,0.0045439,0.0048106,0.0050266,0.0051752,0.005257,0.0049298,0.0039626,0.0029481,0.0023248,0.0019584,0.0016992,0.0015455,0.0014338,0.0013063,0.0011289,0.0010111,0.000943,0.0009096,0.0008316,0.0008004,0.000805,0.0007968,0.000837,0.0008418,0.0008153,0.0007987,0.0007199,0.0006615,0.0006257,0.0005874,0.0005462,0.000504
54,0.0001773,0.000273,0.0004079,0.0005907,0.0008264,0.0011141,0.0014513,0.0018176,0.0021993,0.0028867,0.0029525,0.0031206,0.0038321,0.0042255,0.0045439,0.0048106,0.0050266,0.0051752,0.005257,0.0049298,0.0039626,0.0029481,0.0023248,0.0019584,0.0016992,0.0015455,0.0014338,0.0013063,0.0011289,0.0010111,0.000943,0.0009096,0.0008316,0.0008004,0.000805,0.0007968,0.000837,0.0008418,0.0008153,0.0007987,0.0007199,0.0006615,0.0006257,0.0005874,0.0005462,0.000504
55,0.0001433,0.0002183,0.000323,0.0004631,0.0006427,0.0008607,0.0011141,0.0013842,0.0016608,0.0021623,0.0021783,0.0022835,0.0028013,0.0029631,0.0031805,0.0033615,0.0034996,0.0036143,0.0036909,0.003483,0.0028205,0.0021142,0.0016718,0.0014009,0.0011997,0.0010744,0.0009832,0.0008916,0.000773,0.0007003,0.0006648,0.0006562,0.0006144,0.000604,0.0006195,0.0006257,0.0006532,0.0006728,0.0006747,0.0006894,0.0006556,0.0006633,0.0006673,0.0006647,0.0006532,0.0006359
56,0.0001433,0.0002183,0.000323,0.0004631,0.0006427,0.0008607,0.0011141,0.0013842,0.0016608,0.0021623,0.0021783,0.0022835,0.0028013,0.0029631,0.0031805,0.0033615,0.0034996,0.0036143,0.0036909,0.003483,0.0028205,0.0021142,0.0016718,0.0014009,0.0011997,0.0010744,0.0009832,0.0008916,0.000773,0.0007003,0.0006648,0.0006562,0.0006144,0.000604,0.0006195,0.0006257,0.0006532,0.0006728,0.0006747,0.0006894,0.0006556,0.0006633,0.0006673,0.0006647,0.0006532,0.0006359
57,0.0001433,0.0002183,0.000323,0.0004631,0.0006427,0.0008607,0.0011141,0.0013842,0.0016608,0.0021623,0.0021783,0.0022835,0.0028013,0.0029631,0.0031805,0.0033615,0.0034996,0.0036143,0.0036909,0.003483,0.0028205,0.0021142,0.0016718,0.0014009,0.0011997,0.0010744,0.0009832,0.0008916,0.000773,0.0007003,0.0006648,0.0006562,0.0006144,0.000604,0.0006195,0.0006257,0.0006532,0.0006728,0.0006747,0.0006894,0.0006556,0.0006633,0.0006673,0.0006647,0.0006532,0.0006359
58,0.0001433,0.0002183,0.000323,0.0004631,0.0006427,0.0008607,0.0011141,0.0013842,0.0016608,0.0021623,0.0021783,0.0022835,0.0028013,0.0029631,0.0031805,0.0033615,0.0034996,0.0036143,0.0036909,0.003483,0.0028205,0.0021142,0.0016718,0.0014009,0.0011997,0.0010744,0.0009832,0.0008916,0.000773,0.0007003,0.0006648,0.0006562,0.0006144,0.000604,0.0006195,0.0006257,0.0006532,0.0006728,0.0006747,0.0006894,0.0006556,0.0006633,0.0006673,0.0006647,0.0006532,0.0006359
59,0.0001433,0.0002183,0.000323,0.0004631,0.0006427,0.0008607,0.0011141,0.0013842,0.0016608,0.0021623,0.0021783,0.0022835,0.0028013,0.0029631,0.0031805,0.0033615,0.0034996,0.0036143,0.0036909,0.003483,0.0028205,0.0021142,0.0016718,0.0014009,0.0011997,0.0010744,0.0009832,0.0008916,0.000773,0.0007003,0.0006648,0.0006562,0.0006144,0.000604,0.0006195,0.0006257,0.0006532,0.0006728,0.0006747,0.0006894,0.0006556,0.0006633,0.0006673,0.0006647,0.0006532,0.0006359
60,0.0001159,0.0001787,0.0002665,0.0003824,0.0005274,0.0006993,0.0008953,0.0011024,0.0013115,0.0016736,0.0016845,0.001755,0.0021358,0.0022466,0.0023938,0.0025144,0.002595,0.0026733,0.0027354,0.0025296,0.002018,0.0014955,0.0011757,0.000987,0.0008516,0.0007686,0.0007089,0.0006476,0.0005602,0.0005028,0.0004714,0.0004605,0.0004288,0.0004225,0.0004381,0.00045,0.0004792,0.0005045,0.0005165,0.0005376,0.0005218,0.0005259,0.0005409,0.0005557,0.0005687,0.0005806
61,0.0001159,0.0001787,0.0002665,0.0003824,0.0005274,0.0006993,0.0008953,0.0011024,0.0013115,0.0016736,0.0016845,0.001755,0.0021358,0.0022466,0.0023938,0.0025144,0.002595,0.0026733,0.0027354,0.0025296,0.002018,0.0014955,0.0011757,0.000987,0.0008516,0.0007686,0.0007089,0.0006476,0.0005602,0.0005028,0.0004714,0.0004605,0.0004288,0.0004225,0.0004381,0.00045,0.0004792,0.0005045,0.0005165,0.0005376,0.0005218,0.0005259,0.0005409,0.0005557,0.0005687,0.0005806
62,0.0001159,0.0001787,0.0002665,0.0003824,0.0005274,0.0006993,0.0008953,0.0011024,0.0013115,0.0016736,0.0016845,0.001755,0.0021358,0.0022466,0.0023938,0.0025144,0.002595,0.0026733,0.0027354,0.0025296,0.002018,0.0014955,0.0011757,0.000987,0.0008516,0.0007686,0.0007089,0.0006476,0.0005602,0.0005028,0.0004714,0.0004605,0.0004288,0.0004225,0.0004381,0.00045,0.0004792,0.0005045,0.0005165,0.0005376,0.0005218,0.0005259,0.0005409,0.0005557,0.0005687,0.0005806
63,0.0001159,0.0001787,0.0002665,0.0003824,0.0005274,0.0006993,0.0008953,0.0011024,0.0013115,0.0016736,0.0016845,0.001755,0.0021358,0.0022466,0.0023938,0.0025144,0.002595,0.0026733,0.0027354,0.0025296,0.002018,0.0014955,0.0011757,0.000987,0.0008516,0.0007686,0.0007089,0.0006476,0.0005602,0.0005028,0.0004714,0.0004605,0.0004288,0.0004225,0.0004381,0.00045,0.0004792,0.0005045,0.0005165,0.0005376,0.0005218,0.0005259,0.0005409,0.0005557,0.0005687,0.0005806
64,0.0001159,0.0001787,0.0002665,0.0003824,0.0005274,0.0006993,0.0008953,0.0011024,0.0013115,0.0016736,0.0016845,0.001755,0.0021358,0.0022466,0.0023938,0.0025144,0.002595,0.0026733,0.0027354,0.0025296,0.002018,0.0014955,0.0011757,0.000987,0.0008516,0.0007686,0.0007089,0.0006476,0.0005602,0.0005028,0.0004714,0.0004605,0.0004288,0.0004225,0.0004381,0.00045,0.0004792,0.0005045,0.0005165,0.0005376,0.0005218,0.0005259,0.0005409,0.0005557,0.0005687,0.0005806
65,9.17E-05,0.0001412,0.0002108,0.0003041,0.0004236,0.0005685,0.0007364,0.0009134,0.0010876,0.0013656,0.0013841,0.0014343,0.0017071,0.0017984,0.0019058,0.0019923,0.0020506,0.0021072,0.00216,0.0020001,0.0015895,0.0011668,0.0009041,0.0007461,0.0006329,0.0005635,0.0005145,0.0004682,0.0004049,0.0003655,0.000345,0.0003391,0.0003162,0.00031,0.0003176,0.0003214,0.000338,0.000354,0.000363,0.0003818,0.0003768,0.0003879,0.0004072,0.0004266,0.0004445,0.0004623
66,9.17E-05,0.0001412,0.0002108,0.0003041,0.0004236,0.0005685,0.0007364,0.0009134,0.0010876,0.0013656,0.0013841,0.0014343,0.0017071,0.0017984,0.0019058,0.0019923,0.0020506,0.0021072,0.00216,0.0020001,0.0015895,0.0011668,0.0009041,0.0007461,0.0006329,0.0005635,0.0005145,0.0004682,0.0004049,0.0003655,0.000345,0.0003391,0.0003162,0.00031,0.0003176,0.0003214,0.000338,0.000354,0.000363,0.0003818,0.0003768,0.0003879,0.0004072,0.0004266,0.0004445,0.0004623
67,9.17E-05,0.0001412,0.0002108,0.0003041,0.0004236,0.0005685,0.0007364,0.0009134,0.0010876,0.0013656,0.0013841,0.0014343,0.0017071,0.0017984,0.0019058,0.0019923,0.0020506,0.0021072,0.00216,0.0020001,0.0015895,0.0011668,0.0009041,0.0007461,0.0006329,0.0005635,0.0005145,0.0004682,0.0004049,0.0003655,0.000345,0.0003391,0.0003162,0.00031,0.0003176,0.0003214,0.000338,0.000354,0.000363,0.0003818,0.0003768,0.0003879,0.0004072,0.0004266,0.0004445,0.0004623
68,9.17E-05,0.0001412,0.0002108,0.0003041,0.0004236,0.0005685,0.0007364,0.0009134,0.0010876,0.0013656,0.0013841,0.0014343,0.0017071,0.0017984,0.0019058,0.0019923,0.0020506,0.0021072,0.00216,0.0020001,0.0015895,0.0011668,0.0009041,0.0007461,0.0006329,0.0005635,0.0005145,0.0004682,0.0004049,0.0003655,0.000345,0.0003391,0.0003162,0.00031,0.0003176,0.0003214,0.000338,0.000354,0.000363,0.0003818,0.0003768,0.0003879,0.0004072,0.0004266,0.0004445,0.0004623
69,9.17E-05,0.0001412,0.0002108,0.0003041,0.0004236,0.0005685,0.0007364,0.0009134,0.0010876,0.0013656,0.0013841,0.0014343,0.0017071,0.0017984,0.0019058,0.0019923,0.0020506,0.0021072,0.00216,0.0020001,0.0015895,0.0011668,0.0009041,0.0007461,0.0006329,0.0005635,0.0005145,0.0004682,0.0004049,0.0003655,0.000345,0.0003391,0.0003162,0.00031,0.0003176,0.0003214,0.000338,0.000354,0.000363,0.0003818,0.0003768,0.0003879,0.0004072,0.0004266,0.0004445,0.0004623
70,7.18E-05,0.0001113,0.000167,0.0002415,0.0003368,0.000452,0.0005847,0.0007254,0.0008679,0.0011047,0.0011298,0.0011868,0.001423,0.0014985,0.0015721,0.0016189,0.0016406,0.0016661,0.0016905,0.0015603,0.0012409,0.0009143,0.0007125,0.0005913,0.0005029,0.0004465,0.0004043,0.0003646,0.00031,0.0002751,0.0002559,0.0002486,0.0002298,0.0002248,0.0002313,0.0002352,0.0002486,0.0002611,0.0002662,0.0002766,0.0002686,0.000273,0.0002851,0.0002994,0.0003156,0.000334
71,7.18E-05,0.0001113,0.000167,0.0002415,0.0003368,0.000452,0.0005847,0.0007254,0.0008679,0.0011047,0.0011298,0.0011868,0.001423,0.0014985,0.0015721,0.0016189,0.0016406,0.0016661,0.0016905,0.0015603,0.0012409,0.0009143,0.0007125,0.0005913,0.0005029,0.0004465,0.0004043,0.0003646,0.00031,0.0002751,0.0002559,0.0002486,0.0002298,0.0002248,0.0002313,0.0002352,0.0002486,0.0002611,0.0002662,0.0002766,0.0002686,0.000273,0.0002851,0.0002994,0.0003156,0.000334
72,7.18E-05,0.0001113,0.000167,0.0002415,0.0003368,0.000452,0.0005847,0.0007254,0.0008679,0.0011047,0.0011298,0.0011868,0.001423,0.0014985,0.0015721,0.0016189,0.0016406,0.0016661,0.0016905,0.0015603,0.0012409,0.0009143,0.0007125,0.0005913,0.0005029,0.0004465,0.0004043,0.0003646,0.00031,0.0002751,0.0002559,0.0002486,0.0002298,0.0002248,0.0002313,0.0002352,0.0002486,0.0002611,0.0002662,0.0002766,0.0002686,0.000273,0.0002851,0.0002994,0.0003156,0.000334
73,7.18E-05,0.0001113,0.000167,0.0002415,0.0003368,0.000452,0.0005847,0.0007254,0.0008679,0.0011047,0.0011298,0.0011868,0.001423,0.0014985,0.0015721,0.0016189,0.0016406,0.0016661,0.0016905,0.0015603,0.0012409,0.0009143,0.0007125,0.0005913,0.0005029,0.0004465,0.0004043,0.0003646,0.00031,0.0002751,0.0002559,0.0002486,0.0002298,0.0002248,0.0002313,0.0002352,0.0002486,0.0002611,0.0002662,0.0002766,0.0002686,0.000273,0.0002851,0.0002994,0.0003156,0.000334
74,7.18E-05,0.0001113,0.000167,0.0002415,0.0003368,0.000452,0.0005847,0.0007254,0.0008679,0.0011047,0.0011298,0.0011868,0.001423,0.0014985,0.0015721,0.0016189,0.0016406,0.0016661,0.0016905,0.0015603,0.0012409,0.0009143,0.0007125,0.0005913,0.0005029,0.0004465,0.0004043,0.0003646,0.00031,0.0002751,0.0002559,0.0002486,0.0002298,0.0002248,0.0002313,0.0002352,0.0002486,0.0002611,0.0002662,0.0002766,0.0002686,0.000273,0.0002851,0.0002994,0.0003156,0.000334
75,5.90E-05,8.95E-05,0.0001322,0.0001895,0.0002642,0.0003561,0.0004633,0.0005768,0.0006912,0.0008746,0.0009054,0.0009507,0.0011394,0.0011574,0.0012175,0.0012702,0.0013096,0.001352,0.0013865,0.00128,0.0010078,0.0007326,0.0005639,0.0004637,0.0003921,0.0003477,0.0003155,0.000289,0.0002472,0.0002201,0.0002044,0.0001969,0.0001794,0.0001724,0.000174,0.0001742,0.0001818,0.0001896,0.0001928,0.0002011,0.0001961,0.0002004,0.0002096,0.000219,0.0002282,0.000238
76,5.90E-05,8.95E-05,0.0001322,0.0001895,0.0002642,0.0003561,0.0004633,0.0005768,0.0006912,0.0008746,0.0009054,0.0009507,0.0011394,0.0011574,0.0012175,0.0012702,0.0013096,0.001352,0.0013865,0.00128,0.0010078,0.0007326,0.0005639,0.0004637,0.0003921,0.0003477,0.0003155,0.000289,0.0002472,0.0002201,0.0002044,0.0001969,0.0001794,0.0001724,0.000174,0.0001742,0.0001818,0.0001896,0.0001928,0.0002011,0.0001961,0.0002004,0.0002096,0.000219,0.0002282,0.000238
77,5.90E-05,8.95E-05,0.0001322,0.0001895,0.0002642,0.0003561,0.0004633,0.0005768,0.0006912,0.0008746,0.0009054,0.0009507,0.0011394,0.0011574,0.0012175,0.0012702,0.0013096,0.001352,0.0013865,0.00128,0.0010078,0.0007326,0.0005639,0.0004637,0.0003921,0.0003477,0.0003155,0.000289,0.0002472,0.0002201,0.0002044,0.0001969,0.0001794,0.0001724,0.000174,0.0001742,0.0001818,0.0001896,0.0001928,0.0002011,0.0001961,0.0002004,0.0002096,0.000219,0.0002282,0.000238
78,5.90E-05,8.95E-05,0.0001322,0.0001895,0.0002642,0.0003561,0.0004633,0.0005768,0.0006912,0.0008746,0.0009054,0.0009507,0.0011394,0.0011574,0.0012175,0.0012702,0.0013096,0.001352,0.0013865,0.00128,0.0010078,0.0007326,0.0005639,0.0004637,0.0003921,0.0003477,0.0003155,0.000289,0.0002472,0.0002201,0.0002044,0.0001969,0.0001794,0.0001724,0.000174,0.0001742,0.0001818,0.0001896,0.0001928,0.0002011,0.0001961,0.0002004,0.0002096,0.000219,0.0002282,0.000238
79,5.90E-05,8.95E-05,0.0001322,0.0001895,0.0002642,0.0003561,0.0004633,0.0005768,0.0006912,0.0008746,0.0009054,0.0009507,0.0011394,0.0011574,0.0012175,0.0012702,0.0013096,0.001352,0.0013865,0.00128,0.0010078,0.0007326,0.0005639,0.0004637,0.0003921,0.0003477,0.0003155,0.000289,0.0002472,0.0002201,0.0002044,0.0001969,0.0001794,0.0001724,0.000174,0.0001742,0.0001818,0.0001896,0.0001928,0.0002011,0.0001961,0.0002004,0.0002096,0.000219,0.0002282,0.000238
80,2.04E-05,3.36E-05,5.36E-05,8.17E-05,0.0001182,0.0001626,0.0002146,0.0002729,0.0003351,0.0004381,0.0004592,0.0004985,0.0006145,0.0006196,0.000672,0.0007096,0.0007261,0.0007613,0.0008037,0.000734,0.0005789,0.0004239,0.0003289,0.0002714,0.0002285,0.0002009,0.0001799,0.000171,0.0001453,0.0001293,0.0001205,0.0001174,0.0001089,0.0001065,0.0001091,0.0001104,0.000115,0.0001197,0.0001208,0.0001244,0.0001206,0.0001223,0.0001271,0.0001328,0.0001393,0.0001467
